店號,店名,電話,地址
239318,光揚,03-5588571,新竹縣竹北市光明六路247號249號251號一樓
273857,北崙,03-5558347,新竹縣竹北市光明三路35.37號1樓
181691,宥昌,03-5926051,新竹縣芎林鄉文富街100號1樓
284237,加勝,03-5501009,新竹縣竹北市勝利八街二段63.65號1樓
264440,強鹿,03-6577734,新竹縣竹北市自強北路256號1樓
122603,首璽,03-6682461,新竹縣竹北市自強六街13號1樓
923226,鹿家,03-5509423,新竹縣竹北市自強南路136號
260714,縣運,03-5502437,新竹縣竹北市莊敬南路21號1樓
181602,大硯,03-6688042,新竹縣竹北市文興路311號
251569,新瓦屋,03-6577424,新竹縣竹北市文興路一段172.176號1樓
281250,家興,03-5502894,新竹縣竹北市嘉豐五路二段168號1樓
278128,豐禾,03-6586194,新竹縣竹北市嘉豐六路二段76號1樓
236892,文嘉,03-6577740,新竹縣竹北市文興路一段398號1樓
261164,隘口,03-6585403,新竹縣竹北市隘口二路27號
210487,日和,03-6670971,新竹縣竹北市文興路二段150號.高鐵二路51號
193487,豐富,03-6670394,新竹縣竹北市復興三路一段105號1樓
251857,六家,03-6672052,新竹縣竹北市福興東路二段105號1樓
237828,家安,03-6670625,新竹縣竹北市嘉興路168巷2號
123189,嘉豐,03-6582578,新竹縣竹北市嘉豐北路76號78號
263573,東鐵,03-6670376,新竹縣竹北市隘口三街231號1樓
130475,關西,03-5171983,新竹縣關西鎮正義路286-1號1樓
137535,埔田,03-5882584,新竹縣新埔鎮中正路5號7號1樓
236283,翰聖,03-5887757,新竹縣新埔鎮田新路476號478號1樓
273592,新埔,03-5887237,新竹縣新埔鎮中正路221號
893655,埔中,03-5888775,新竹縣新埔鎮中正路617號619號621號
230894,埔山,03-5891755,新竹縣新埔鎮文山路犁頭山段936號
262259,十興,03-6589536,新竹縣竹北市莊敬北路130號
261599,禾遠,03-6585974,新竹縣竹北市莊敬五街13號
122038,宇軒,03-6576632,新竹縣竹北市勝利二路85號1樓
274001,大勝,03-6681541,新竹縣竹北市勝利十一路101號
180322,采虹,03-6583504,新竹縣竹北市勝利八街一段345.347號1樓
283267,明采,03-5587067,新竹縣竹北市光明一路158號1樓
280774,縣汶,03-5584427,新竹縣竹北市縣政二路233號235號1樓
277169,新北竹,03-5554064,新竹縣竹北市博愛街358.360號1樓
261326,竹北中華,03-5535441,新竹縣竹北市中華路881號1樓
279969,北泰,03-5530956,新竹縣竹北市中正西路132號134號
273880,銓國,03-5534785,新竹縣竹北市中正西路244.246號
944588,鳳岡,03-5563289,新竹縣竹北市長青路一段388號390號
282943,中新,03-5559619,新竹縣竹北市中正西路389號1樓
234944,北泱,03-5517352,新竹縣竹北市中央路200號1樓
199429,竹樺,03-5516946,新竹縣竹北市華興街298號1樓
250625,湖山,03-5901262,新竹縣湖口鄉中山路三段487號489號
187091,湖崗,03-5995848,新竹縣湖口鄉中山路二段430號
922751,源泰,03-5999488,新竹縣湖口鄉中興街172號174號176號
250636,源晟,03-5579768,新竹縣湖口鄉新興路628號630號
967282,新高湖,03-5571841,新竹縣新豐鄉新興路403號1樓
209982,湖貫,03-5575025,新竹縣湖口鄉新興路486號
210029,學府居,03-5575470,新竹縣新豐鄉學府街45號47號
137524,冠宇,03-5578596,新竹縣新豐鄉忠孝路1號
232834,明嘉,03-5576940,新竹縣新豐鄉重興村新庄路203號1樓
914037,豐興,03-5599897,新竹縣新豐鄉建興路一段128號
284606,源冠,03-5572871,新竹縣新豐鄉尚仁街92號1樓
276960,新康,03-5572191,新竹縣新豐鄉松林村7鄰康樂路一段216號1樓
154943,欣樂,03-5577364,新竹縣新豐鄉康樂路一段358號
233376,聚豐,03-6590767,新竹縣新豐鄉松柏村明新六街36號
287144,力成科,03-5972154,新竹縣湖口鄉大同路26號6樓
276340,新湖工,03-5974942,新竹縣湖口鄉中華路54號
228178,沅均,03-5971461,新竹縣湖口鄉光復東路120之1號
242565,悠揚,03-5974482,新竹縣湖口鄉安宅八街1號3號1樓
988337,湖安,03-5974735,新竹縣湖口鄉光復東路395號1樓
123363,湖口,03-5994895,新竹縣湖口鄉中正路一段34號、36號
863458,醫湖,03-5904938,新竹縣湖口鄉孝勢里忠孝路20號22號
988038,世豊,03-5590282,新竹縣新豐鄉建興路一段173號175號一樓
212380,千晴,037-873709,苗栗縣三義鄉西湖村伯公坑178號
870766,三義,037-876099,苗栗縣三義鄉中正路118號
941925,館福,037-236205,苗栗縣公館鄉館南村館南路216-2號
141154,大大,037-229711,苗栗縣公館鄉大同路160號162號1樓
276188,苗栗,037-371479,苗栗縣苗栗市民族路99號101號1樓
261278,源栗,037-375346,苗栗縣苗栗市水源里14鄰中正路1402號
952626,苗碩,037-321719,苗栗縣苗栗市維新里新東街219號
211871,苗公,037-359660,苗栗縣苗栗市青苗里至公路12號
982281,新苗中,037-359140,苗栗縣苗栗市府前路120號
229827,新苗治,037-371602,苗栗縣苗栗市北苗里自治路68號
227706,沿山道,037-227591,苗栗縣公館鄉尖山村尖山244-9號
166290,苗栗高,037-725775,苗栗縣後龍鎮新東路468號
118028,苗鑫,037-374655,苗栗縣苗栗市國華路1092號
115867,鑫正發,037-333281,苗栗縣苗栗市正發路196號
250315,瑛才,037-374256,苗栗縣苗栗市英才路109號
993085,苗豐,037-266930,苗栗縣苗栗市為公路167-1號
164331,栗華,037-278968,苗栗縣苗栗市中華路78號
278379,華星,037-271886,苗栗縣苗栗市福星里國華路276號.276-1號及278號
267025,為公,037-269423,苗栗縣苗栗市為公路602號
232421,頭獎,037-251855,苗栗縣頭屋鄉頭屋村尖豐路49號
282389,頭屋,037-251643,苗栗縣頭屋鄉尖豐路118號120號1樓
234597,金世桔,037-855210,苗栗縣苑裡鎮客庄里世界路二段148號
131353,新和苑,037-855563,苗栗縣苑裡鎮苑南里為公路4鄰16之1號1樓
882563,通霄,037-760451,苗栗縣通霄鎮中正路19號
181037,通高,037-760192,苗栗縣通霄鎮內湖里12鄰烏眉路308號
188049,龍庄,037-729105,苗栗縣後龍鎮大庄里成功路207號
953272,田馨,037-854380,苗栗縣苑裡鎮田心里田心段36之3號
116480,豪麥,04-25899467,苗栗縣卓蘭鎮中山路48號之4
933164,淇丞,037-673025,苗栗縣頭份市建國路二段128號
208196,尚順,037-592995,苗栗縣頭份市東民五街1號和3號
239514,仟翔,037-484318,苗栗縣竹南鎮龍山路二段275號
233848,竹圍仔,037-467194,苗栗縣竹南鎮復興路380號
121080,龍宸,037-466904,苗栗縣竹南鎮營盤里博愛街367號1樓
235475,海心,037-552405,苗栗縣竹南鎮開元路549號
207067,海口,037-471842,苗栗縣竹南鎮明勝路491-1號
121367,貞豪,037-635612,苗栗縣頭份市永貞路一段128號1樓
931825,尖豐,037-616773,苗栗縣頭份市尖下里尖豐路316號1樓、320巷2、6號1樓
184128,造橋鄉,037-563101,苗栗縣造橋鄉造橋村平仁路105-1號
211985,潘桃,037-685792,苗栗縣頭份市成功里6鄰信東路280號
284651,昶誼,037-676674,苗栗縣頭份市後庄里幼英街131號1樓
208392,龍陽,037-620156,苗栗縣頭份市光華北路150號
278221,慶丞,037-596428,苗栗縣頭份市合興里信義路14鄰381號
255217,後庄,037-674612,苗栗縣頭份市中央路603、605號
242543,頭份公園,037-636205,苗栗縣頭份市後庄里公園六街9號
276281,天文,037-633952,苗栗縣竹南鎮天文路176號
181679,圳營,037-477965,苗栗縣竹南鎮中正路114號1樓
882080,慶竹,037-480406,苗栗縣竹南鎮民族街82號民權路47號
137557,國豪,037-470992,苗栗縣竹南鎮延平路170號
281526,光南,037-470195,苗栗縣竹南鎮照南里光復路342號
256782,照南,037-479931,苗栗縣竹南鎮佳興里至善街2號
951863,龍詮,037-611551,苗栗縣竹南鎮山佳里龍山路三段305號
175076,統寶,037-580641,苗栗縣竹南鎮科中路12號B2
233712,AP六,037-581340,苗栗縣竹南鎮大埔里科專一路1號
233608,科金,037-581763,苗栗縣竹南鎮科專六路275號
278483,鹿成,04-26628474,台中市沙鹿區光華路394.396號1樓
264598,清峰,04-26226842,台中市清水區中華路330號、鰲峰路173-3號
166533,智光,04-26568163,台中市梧棲區大智路一段525號1樓
980816,億承,04-26566134,台中市清水區民和路二段195號
276959,梧汊港,04-26560487,台中市清水區北堤路30號
860644,日出,04-26818410,台中市大甲區孟春里通天路168號
903831,日南,04-26821781,台中市大甲區日南里青年路130號
182432,榮田,04-23362440,台中市烏日區三榮路二段199號
195933,三和,04-23363462,台中市烏日區三榮路一段558號
243351,大安綻,04-26803877,台中市大安區海墘里11鄰東西六路二段189號
228341,茂華,04-26805206,台中市大甲區蔣公路170號1樓
852067,順大,04-26870347,台中市大甲區中山路一段1085號
184335,幼勝,04-26822276,台中市大甲區中山路二段920之21號之22號之23號之25號之26號
283474,斗抵,04-26359855,台中市沙鹿區沙田路43-12號
126720,天仁,04-26361763,台中市沙鹿區斗抵里沙田路17之19號
209764,文銧,04-26361943,台中市沙鹿區斗潭路230號1樓
207159,北忠,04-26311091,台中市沙鹿區北勢東路806號
123086,龍田,04-26307486,台中市龍井區田中里臨港東路一段75號
264543,興府,04-25677731,台中市大雅區學府路51號
262330,福廣,04-25674255,台中市大雅區中山路1號3號5號1樓
206927,浤淶,04-25607490,台中市大雅區中清路四段408號
933223,高美祿,04-26275803,台中市清水區高美路190號1樓
193719,泰安二,04-25588405,台中市后里區安眉路113號(南下大巴停車區前7-11)
193720,泰安三,04-25588274,台中市后里區九甲七路400號(北上大巴停車區前7-11)
193694,泰安一,04-25588403,台中市后里區安眉路113號(南下小客車商場內7-11)
193708,泰安綻,04-25588315,台中市后里區九甲七路400號 (北上小客車商場內7-11)
235143,新麗寶,04-25586466,台中市后里區福容路201號1樓
209683,后宥,04-25587727,台中市后里區甲后路一段955號
142478,美光,04-25584700,台中市后里區三豐路四段369號
231336,美芯,04-25584481,台中市后里區三豐路四段369號1樓
206606,美豐,04-25584887,台中市后里區三豐路五段128號
113252,后里廠,04-25584367,台中市后里區馬場路1號
950170,承軒,04-25629203,台中市神岡區民生路48之7號8號9號
881814,水豐,04-25390920,台中市豐原區鐮村路462號
268028,鑫豐喜,04-25131162,台中市豐原區南陽路120號1號
122809,豐村,04-25297481,台中市豐原區南村里豐東路412號416號1樓
230850,花樂,04-25724196,台中市石岡區豐勢路1111號1樓
923558,新石岡,04-25724608,台中市石岡區明德路118號
883913,新豐田,04-25151215,台中市豐原區豐南街145號
893725,京泰,04-25123668,台中市豐原區成功路195號.西勢路98號
216762,瑞彬,04-25281288,台中市豐原區西安街68號
922304,新豐興,04-25297609,台中市豐原區東勢里中興路57號
854742,豐信,04-25270791,台中市豐原區復興路75號信義街77號
229665,欣廟東,04-25256356,台中市豐原區中正路131.133號
132459,豐三民,04-25220935,台中市豐原區三民路38號1樓
216577,欣三豐,04-25285477,台中市豐原區源豐路89、93、95號1樓
228134,榮春,04-25258272,台中市豐原區圓環西路92號
263322,豐后,04-25220527,台中市豐原區三豐路二段186、188號1樓
903288,京展,04-25158368,台中市豐原區中正路858號1樓
959340,奇晉,04-25202546,台中市神岡區豐洲路469號1樓
142216,豐科,04-25251821,台中市豐原區豐原大道七段381號1樓
119803,豐鑫,04-25235475,台中市豐原區向陽路276號
276982,新豐陽,04-25239171,台中市豐原區南陽路372號1樓
951586,萳陽,04-25297014,台中市豐原區南陽路480號
194561,晞寶,04-25604775,台中市大雅區昌平路四段556號
208037,環禹,04-25604273,台中市大雅區雅環路二段126號
962988,神林,04-25688503,台中市大雅區神林南路144號
276683,神寶,04-25613400,台中市神岡區中正路100號
174545,大肚,04-26994658,台中市大肚區沙田路二段740號
142320,大秀,04-26281748,台中市清水區五權路328號
971971,新政,04-26761738,台中市大甲區信義路193號
903303,上楓,04-25688574,台中市大雅區民生路三段523號
166669,奇積,04-24621293,台中市西屯區新科路1號
114624,佳積,04-25694520,台中市大雅區科雅六路1號
151508,亞和,04-25602429,台中市大雅區中山北路410號
174372,雅潭,04-25685151,台中市大雅區學府路209號
943091,國安國宅,04-24610890,台中市西屯區國安一路208巷1號
120146,瑞聯,04-24634826,台中市西屯區福科路890號1樓
283016,福康,04-24638081,台中市西屯區福林里福康路33號
261267,聯順,04-24629546,台中市西屯區福聯里福順路898號900號
255527,福林,04-24628940,台中市西屯區福林路31巷150號
236674,逢德,04-24518827,台中市西屯區青海路二段321號323號
977500,逢仁,04-24512777,台中市西屯區青海路二段262號
120168,尚仁,04-24527497,台中市西屯區上仁街139號
193982,逢星,04-24522597,台中市西屯區福星路651-8號
195450,逢美,04-24524138,台中市西屯區烈美街98號
971328,鑫工和,04-23593506,台中市西屯區協和里工業區三十八路30號1樓
147945,理想,04-26529013,台中市龍井區國際街155號157號159號1樓
249795,科雅,04-24636793,台中市西屯區福雅路571-1號
236939,瑞盟,04-24621596,台中市西屯區福雅路143-1號
113001,港強,04-24632861,台中市西屯區福科路295號一樓
900175,福茂,04-24628460,台中市西屯區西屯路三段148-30號
265421,原義,04-23173966,台中市西屯區忠義街80號
230539,新通豪,04-22991400,台中市北區漢口路三段101號
217189,陜西,04-22918766,台中市北區陜西路48號48之1號1樓
184302,富宇,04-24367450,台中市北屯區建和路二段273.275號
230779,成科,04-23162846,台中市西屯區成都路221、223號
988267,松豪,04-24214950,台中市北屯區四平路218號
254030,豐樂,04-24222105,台中市北屯區崇德路三段608號
950295,松強,04-22432398,台中市北屯區松安里崇德六路一段47號
924850,栗林,04-25387300,台中市潭子區祥和路169號171號
193155,順太,04-24369416,台中市北屯區太順路112號1樓
250245,上安,04-24528528,台中市西屯區至善路61號
967422,逢喜,04-27084476,台中市西屯區逢甲路247號
265410,逢福,04-27082309,台中市西屯區黎明路三段348號
273743,正勤,04-24524657,台中市西屯區黎明路三段539-3號.539-5號
276317,西苑,04-24528983,台中市西屯區福星路112號1樓
280947,西屯安星,04-24528290,台中市西屯區福星路301號1樓
957931,逢盛,04-27064895,台中市西屯區福星路330號華夏巷東一弄22號1樓
201977,逢華,04-24520145,台中市西屯區文華路10-7號
189307,新西屯,04-24522290,台中市西屯區西屯路二段281-3號281-4號
149114,逢大一,04-24527714,台中市西屯區文華路100號1樓
250418,文心,04-23138420,台中市西屯區文心路三段76號、78號
275392,精業,04-23191670,台中市西區精誠路41號之6之7
183550,壹盛,04-22855886,台中市南區忠孝路166號
230595,立和,04-22244209,台中市東區立德街47、49、51、53號
210937,富亦,04-23890475,台中市南屯區公益路二段939號1樓和龍富路四段552號1樓
234298,好時光,04-24521543,台中市西屯區光明路55-26號、55-27號1樓
281593,秋紅谷,04-22542731,台中市西屯區朝富路30號32號1樓
940483,金典,04-23265492,台中市西區健行路1046、1046-1、1046-2號1樓
120939,忠權,04-22061836,台中市北區忠明路426號1樓
263816,賴厝,04-22994792,台中市北區漢口路四段102號1樓.地下樓
199289,廣環,04-24524421,台中市西屯區環中路二段698號
902757,華生,04-23765931,台中市西區民生路517號
238946,向美,04-23016027,台中市西區美村路一段302之1號302之7號
216898,向興,04-23019017,台中市西區向上路一段95號
277549,大莊園,04-23019946,台中市西區向上路一段15號1樓
114152,鄉林夏都,04-23267921,台中市西區忠明南路117號1樓
214788,明義,04-23287885,台中市西區明義街6號
274506,美生,04-23275818,台中市西區美村路一段54號
110987,淡溝,04-22065373,台中市北區淡溝里民權路361號1樓
277697,昌旺,04-22474819,台中市北屯區昌平路二段12之16號
229779,北屯幸福讚,04-24211641,台中市北屯區崇德十六路218號
273813,昌進,04-23203647,台中市南屯區大進街387號1樓.大墩十二街151號1樓
201852,墩富,04-23207553,台中市南屯區大墩路572號
991975,青河,04-22362409,台中市北屯區青島路三段155號1樓
252610,國校,04-22336256,台中市北屯區國校巷16號
264934,昌平,04-22326743,台中市北屯區昌平路一段70號
235246,陽旭,04-22338842,台中市北屯區北屯路200巷1號及北屯路200-1號一樓、地下一層
217293,熊貓,04-24754550,台中市南屯區向上南路一段325號1樓
273488,墩陽,04-23205217,台中市南屯區大墩10街254號1樓
905527,權興,04-24717712,台中市南屯區五權西路二段62號
112639,美村,04-23762435,台中市西區美村路一段542號546號
265306,安龍,04-23752146,台中市西區五權路2-12號2-13號1樓
865384,新五廊,04-22240981,台中市西區民生路155號一樓
194826,新繼光,04-22220760,台中市中區繼光街64號一樓
211882,智復,04-22224776,台中市東區復興路四段210號1.2樓.地下層
923307,光園,04-22800510,台中市東區東光園路142號
971742,東泓,04-22809073,台中市東區東門里東門路140號
281397,新平智,04-22297551,台中市東區新庄里大智路49號
207333,鑫站一,04-35097362,台中市中區台灣大道一段1號2樓
217156,向勝,04-24723508,台中市西區東興路三段57號
950963,雅典,04-23787407,台中市南區三民西路377號西川一路1號
215286,無尾熊,04-22605412,台中市南區德富路73號75號1樓
195999,建丞,04-22859838,台中市南區建成路1683號1樓
254199,新學和,04-22856891,台中市南區學府路70號70-1號72號1樓
275370,大東家,04-22214273,台中市南區新榮里復興路三段138、140號
241241,新國光,04-22203755,台中市南區國光路82及84號;愛國街67及69號
216913,樂群,04-23714557,台中市西區林森路80號及樂群街81號1樓
234830,樂寶,04-22152674,台中市東區進德路600號
229654,日進,04-22019413,台中市西區梅川西路二段33號1樓
151302,興悅,04-23602265,台中市北區金華里進德北路160號162號
281043,潮貴,04-22517374,台中市西屯區朝馬路158號1樓
118497,中川,04-23127422,台中市西屯區台灣大道二段938號940號
201771,汶莊,04-22063620,台中市北區中清路一段102號1樓
127929,立夫,04-22070910,台中市北區邱厝里學士路95號１樓
231510,后探,04-24261779,台中市北屯區崇德十路二段361號
951069,丰瑞,04-24214855,台中市北屯區四民里四平路563號
863632,昌盛,04-24224542,台中市北屯區昌平路二段45號之8及45號之9
276177,松東,04-22463373,台中市北屯區松竹路三段125號
261038,崇尚,04-22411034,台中市北屯區崇德路二段450號1樓
893046,榮晉,04-25359250,台中市潭子區頭張路二段2號
275864,頭張,04-25351934,台中市潭子區家福里頭張路一段31號
209096,泉富,04-25343869,台中市潭子區中山路一段57號1樓
243007,北屯總富,04-24365432,台中市北屯區敦富路219號
282345,金興,04-23957220,台中市太平區新興路312號1樓
252768,鑫德,04-23954471,台中市太平區新興路85-1號
274665,育智,04-23958492,台中市太平區育賢路520號
229539,育見,04-23934176,台中市太平區育賢路321.323號
164582,新振興,04-22153224,台中市東區十甲東路217號
993708,精中,04-22798881,台中市太平區太平一街220號
283647,太平,04-22770941,台中市太平區中政里中興路171.173號
872957,樂業,04-22134683,台中市東區樂業路259號
164571,富麗,04-22123172,台中市東區十甲里十甲路397號
123248,樹廣,04-23955449,台中市太平區樹德路98-9號
196419,振福,04-23954989,台中市太平區振福路361巷6號1樓
284880,興昌,04-22435875,台中市北屯區興安路二段62號1樓
277413,松潭,04-24392157,台中市北屯區軍功路二段183號1樓
280682,盛民興,04-23926373,台中市太平區中山路二段366號、366-1號、368號1樓
254074,鑫佳慶,04-23919759,台中市太平區大源二街1號1F
280291,東村,04-23511075,台中市太平區東村路200號
274388,復慶,04-22638927,台中市南區樹義里大慶街二段5-2號
261636,南美,04-22650922,台中市南區南平路182號
912732,模範,04-23024571,台中市西區模範街34巷1號
962715,台麗,04-22060119,台中市西區五權路119號1樓、中山路493號1樓
234874,旅順路,04-22471927,台中市北屯區旅順路二段357、359號1樓
236179,景賢八,04-24362314,台中市北屯區景賢八路228號1樓
275406,健太,04-24367881,台中市北屯區太原路三段1138號
966175,中台禾豐,04-24390923,台中市北屯區太原路三段1505號
112190,寶慶,04-24529273,台中市西屯區逢甲里西屯路二段256巷8、10號1樓
252193,櫻花,04-23151726,台中市西屯區櫻花路111號
235017,櫻沐,04-23159618,台中市西屯區大河一巷三弄1號、3號1樓
111212,軍福,04-24376717,台中市北屯區軍功路一段500號
238430,市民,04-23020614,台中市西區公益路157號
110884,桂冠,04-23117162,台中市西屯區四川路120號1樓
229377,夏督,04-23168687,台中市西屯區寧夏路170號
874296,益民,04-24815624,台中市大里區東興里10鄰大明路238號
165035,新永大,04-24823074,台中市大里區大明路340號1樓
238614,內鑫,04-24835542,台中市大里區東昇里新仁路二段92號
240606,瑞城,04-24963006,台中市大里區瑞城一街1號
281102,康鑫,04-23304476,台中市霧峰區吉峰路153號
248806,中高鐵,04-36007820,台中市烏日區站區二路8號2樓
982351,鑫和睦,04-25625741,台中市神岡區神清路260號262號264號266號268號及福成路56-1號
154493,新禾,04-25632930,台中市神岡區和睦路一段363號
259301,清水綻,04-26201097,台中市清水區吳厝二街89號
910998,逢運,04-22984055,台中市北屯區雷中街95號
282253,福寶,04-22935012,台中市北屯區陳平路50號
977061,大鵬,04-22963912,台中市西屯區長安路二段125號
264750,鑫巴黎,04-22491770,台中市北屯區崇德路二段199號1樓
111485,熱陽,04-22425271,台中市北屯區熱河路二段217號
212302,春安,04-23897480,台中市南屯區嶺東南路165號
174903,精科,04-23807963,台中市南屯區嶺東路368號
232328,嶺春,04-23808491,台中市南屯區永春北路53號1樓
277310,嶺中,04-23806007,台中市南屯區永春南路58號
180964,嶺寶,04-23862931,台中市南屯區忠勇路23-12號1樓
260828,澤康,04-23811490,台中市南屯區五權西路二段412號1樓
182339,權旺,04-23806902,台中市南屯區五權西路二段812號
155038,鑫權勝,04-23801953,台中市南屯區五權西路二段882號
274975,碩豐,04-23894902,台中市南屯區萬和路一段30號
264381,豐春,04-24734980,台中市南屯區文心南路100號
182410,惠馨,04-24735180,台中市南屯區大墩南路332.336號
958831,墩南,04-24731595,台中市南屯區南屯路二段210、212號1樓
158624,大進,04-24759161,台中市南屯區五權西路二段185號
931294,新墩興,04-24712169,台中市南屯區東興路二段98號1樓
158288,吉龍,04-23754680,台中市西區吉龍里忠明南路410號1樓及五權七街200、202號1樓
187079,權美,04-23723672,台中市西區美村路一段736號
166337,豐河,04-23806215,台中市南屯區向上路二段376號
167868,惠中,04-22515764,台中市南屯區黎明路二段425號1樓
241296,豐采,04-22598297,台中市南屯區黎明路二段504、506、506-1號
131711,惠文,04-22546680,台中市南屯區河南路四段226號228號1樓
186685,瑞陽,04-22510797,台中市南屯區河南路四段442號446號1、2樓
980322,墩正,04-22510497,台中市南屯區溝墘里大墩十一街330號1樓
188924,隆恩,04-23103957,台中市西屯區大墩十八街116號1樓
265270,墩十九,04-23102205,台中市西屯區大墩19街186號
903255,墩隆,04-23273302,台中市西屯區大墩路966號1樓
874458,隆安,04-23271980,台中市西屯區大隆路56號1樓
148915,墩業,04-23275693,台中市南屯區大墩路717-5號
275048,海德堡,04-24759288,台中市南屯區向心南路928號930號
240891,黎明東,04-23810985,台中市南屯區黎明東街22號
249197,南屯,04-23891441,台中市南屯區南屯路二段570號
909149,萬文,04-23840027,台中市南屯區黎明路一段1033號
251547,鑫鑽,04-23860795,台中市南屯區文心南三路663號
212209,文豐,04-24738232,台中市南屯區文心南五路ㄧ段319號
273167,上楓樹,04-24702620,台中市南屯區中和里黎明路一段263號
234036,楓和,04-24795684,台中市南屯區楓樹里楓和路700-1號及楓樹西街292號1樓
188441,新樹孝,04-23910886,台中市太平區樹孝路48號50號1樓
280084,全利,04-23926723,台中市太平區樹孝路338號
231668,湧順,04-24367340,台中市北屯區樹孝路666號
207388,景大和,04-24364416,台中市北屯區景賢路191號
279659,米魯,04-23372938,台中市烏日區光華街1號
266376,吉宏,04-23387989,台中市烏日區九德里20鄰中華路593號
229012,興祥,04-23384983,台中市烏日區興祥街189號
165817,九德,04-23363783,台中市烏日區九德村中華路43.45.47號1樓
967569,新光德,04-23370951,台中市烏日區信義街162號1樓
229090,樹義,04-22632372,台中市南區福田三街156號1樓
136130,大時代,04-22609203,台中市南區工學路55號57號
196774,超贊,04-22607922,台中市南區高工路202號1樓
180632,環山,04-25802573,台中市和平區中興路三段64-5號.64-6號
253923,潭興,04-25392368,台中市潭子區豐興路一段591、593、595號1樓
278472,太舜,04-25364841,台中市潭子區潭興路二段350號1樓
131021,潭北,04-25360956,台中市潭子區福潭路645.647.649號
967709,甜園,04-25327349,台中市潭子區豐栗路9號
912606,矽品,04-25353262,台中市潭子區大豐路三段188號190號
944245,潭寶,04-25357382,台中市潭子區潭興路三段51號
280693,潭子勝利,04-25343275,台中市潭子區勝利路185號
180045,潭厝,04-25341014,台中市潭子區環中東路一段5號
120582,潭榮,04-25351431,台中市潭子區榮興街19號1樓21巷1號21巷3號1樓
234807,巨富,04-24364099,台中市北屯區敦富路807號1樓
282600,欣東雲,04-25871926,台中市東勢區第五橫街28號及三民街165號
239710,東展,04-25886569,台中市東勢區南平里豐勢路336號
249278,欣東勢,04-25887812,台中市東勢區上新里第一橫街153、155號1樓和三民街2號1樓
155603,粵西,04-25877305,台中市東勢區東坑路62號1樓
254661,鹿鼎,04-26628465,台中市沙鹿區台灣大道七段812號1樓
120179,港中,04-26564037,台中市梧棲區中央路一段666之28號
231440,文雅,04-26560624,台中市梧棲區文匯街66號
155153,吉得堡,04-26567304,台中市梧棲區中興路121號
228813,阿罩霧,04-23391542,台中市霧峰區中正路815號
810018,草湖,04-24927373,台中市大里區中興路一段11-6、11-7號1樓及東南路1號1樓
164995,峰資,04-23332547,台中市霧峰區樹仁路26號1樓
210627,大里杙,04-24066409,台中市大里區大里路510號
130811,台火,04-22600615,台中市南區高工路355號1樓
284433,永隆,04-24074438,台中市大里區大明路457號
182764,新榮,04-24062770,台中市大里區東榮路552號
275978,東里,04-24060269,台中市大里區大里路295號1樓
980207,新堤,04-22759206,台中市大里區立德里甲堤南路71號
275934,多田,04-22760520,台中市大里區立新街350號，立新二街5號
890704,立新,04-22798641,台中市大里區立仁路142號
275990,蘋果,04-24913426,台中市大里區善化路155號
241687,東園,04-23352449,台中市烏日區溪埧里溪南路一段413號
187080,元宏,04-23357738,台中市烏日區溪南路一段722號
189112,喀哩,04-23355202,台中市烏日區溪南路二段380號1樓
111544,向日葵,049-2354118,南投縣草屯鎮芬草路三段219-1號
277974,福元,049-2318808,南投縣草屯鎮中正路885號1樓
127538,國泰,049-2336243,南投縣草屯鎮中正路636號1樓及和興街93號1樓
187828,福新,049-2391643,南投縣草屯鎮虎山路495號497號
958691,佑民,049-2316868,南投縣草屯鎮太平路一段221號
151645,龍辰,049-2339252,南投縣南投市中學西路61號
233402,興中,049-2392514,南投縣南投市光明一路561號
894315,龍巳,049-2244777,南投縣南投市東山路408號
126764,祖祠,049-2244378,南投縣南投市祖祠路16-4號
283131,南投,049-2242363,南投縣南投市民族路289、291、293號中山街143號1.2樓
940092,詠旭,049-2207249,南投縣南投市彰南路一段1031-2號1樓
279279,宏旺,049-2245147,南投縣南投市復興路38號
126351,鑫永安,049-2566397,南投縣草屯鎮御史里登輝路558號
183332,京鑫,049-2565173,南投縣草屯鎮中正路483號
215529,京埔,049-2560546,南投縣草屯鎮南埔里中正路254-10號
913355,新國姓,049-2724347,南投縣國姓鄉國姓村中興路301號
155289,鑫潭,049-2910310,南投縣埔里鎮中山路四段97之1.97之2號
192646,育溪,049-2910592,南投縣埔里鎮安七街89-1號
196578,水社棧,049-2856458,南投縣魚池鄉中山路163號2樓
969037,伊達邵,049-2850593,南投縣魚池鄉日月村義勇街89號
188348,鑫魚池,049-2899633,南投縣魚池鄉魚池街799號
913229,中營,049-2370508,南投縣南投市中華路130號
193085,穀昌,049-2244085,南投縣名間鄉彰南路450號
931168,社寮,049-2624730,南投縣竹山鎮集山路一段2051號
111005,前山,049-2651842,南投縣竹山鎮集山路三段1089號
278151,和雅,049-2755979,南投縣鹿谷鄉廣興村中正一路225號
160144,集利,049-2764506,南投縣集集鎮吳厝里民生路65-1號
155588,新車埕,049-2772732,南投縣水里鄉車埕村民權巷110之1號
882079,龍寶,049-2778956,南投縣水里鄉民權路170號
113687,六合,049-2775480,南投縣水里鄉民生路175號1樓
981222,和社,049-2702941,南投縣信義鄉同和巷8號1樓
923765,見晴園,049-2803691,南投縣仁愛鄉大同村定遠新村路18-1號
