店號,店名,縣巿,地址,電話
932105,山腳,苗栗縣,苑裡鎮山腳里七鄰山腳157號,037-745613
953272,田馨,苗栗縣,苑裡鎮田心里田心段36之3號,037-854380
209317,社苓,苗栗縣,苑裡鎮社苓里12鄰131-4號,037-745591
234597,金世桔,苗栗縣,苑裡鎮客庄里世界路二段148號,037-855210
164331,栗華,苗栗縣,苗栗市中華路78號,037-278968
261278,源栗,苗栗縣,苗栗市水源里14鄰中正路1402號,037-375346
293895,鑫正發,苗栗縣,苗栗市正發路196號,037-333281
276188,苗栗,苗栗縣,苗栗市民族路99號101號1樓,037-371479
993085,苗豐,苗栗縣,苗栗市為公路167-1號,037-266930
267025,為公,苗栗縣,苗栗市為公路602號,037-269423
250315,瑛才,苗栗縣,苗栗市英才路109號,037-374256
293563,苗鑫,苗栗縣,苗栗市國華路1092號,037-374655
952626,苗碩,苗栗縣,苗栗市維新里新東街219號,037-321719
281733,源昌,苗栗縣,苗栗市橫車路111號1樓,037-371680
882563,通霄,苗栗縣,通霄鎮中正路19號,037-760451
181037,通高,苗栗縣,通霄鎮內湖里12鄰烏眉路308號,037-760192
923167,大坪,苗栗縣,造橋鄉大西一街100號1樓,037-544653
255217,後庄,苗栗縣,頭份市中央路603、605號,037-674612
121552,新華,苗栗縣,頭份市中華路755號及民生街2號,037-672649
112857,永和山,苗栗縣,頭份市水源路206號1樓,037-692143
121367,貞豪,苗栗縣,頭份市永貞路一段128號1樓,037-635612
208392,龍陽,苗栗縣,頭份市光華北路150號,037-620156
931825,尖豐,苗栗縣,頭份市尖下里尖豐路316號1樓、320巷2、6號1樓,037-616773
211985,潘桃,苗栗縣,頭份市成功里6鄰信東路280號,037-685792
212542,新昌隆,苗栗縣,頭份市昌隆一街31.33號,037-695171
208196,尚順,苗栗縣,頭份市東民五街1號和3號,037-592995
933164,淇丞,苗栗縣,頭份市建國路二段128號,037-673025
287926,順丞,苗栗縣,頭份市建國路二段245號,037-675221
242543,頭份公園,苗栗縣,頭份市後庄里公園六街9號,037-636205
284651,昶誼,苗栗縣,頭份市後庄里幼英街131號1樓,037-676674
282389,頭屋,苗栗縣,頭屋鄉尖豐路118號120號1樓,037-251643
232421,頭獎,苗栗縣,頭屋鄉頭屋村尖豐路49號,037-251855
951737,大安港,台中市,大甲區大安港路118號,04-26804055
903831,日南,台中市,大甲區日南里青年路130號,04-26821781
971926,鈺英,台中市,大甲區育英路283號,04-26765542
971971,新政,台中市,大甲區信義路193號,04-26761738
228341,茂華,台中市,大甲區蔣公路170號1樓,04-26805206
243351,大安綻,台中市,大安區海墘里11鄰東西六路二段189號,04-26803877
210971,中蔗,台中市,大肚區中蔗路39號,04-26916897
275978,東里,台中市,大里區大里路295號1樓,04-24060269
165035,新永大,台中市,大里區大明路340號1樓,04-24823074
233435,東峰,台中市,大里區大峰路429號,04-24967513
954585,樹王,台中市,大里區文心南路1252號,04-24077449
980207,新堤,台中市,大里區立德里甲堤南路71號,04-22759206
238614,內鑫,台中市,大里區東昇里新仁路二段92號,04-24835542
182764,新榮,台中市,大里區東榮路552號,04-24062770
874296,益民,台中市,大里區東興里10鄰大明路238號,04-24815624
285034,美群,台中市,大里區美群路60號,04-24950645
131087,國光,台中市,大里區國光路二段257號1樓,04-24064271
267531,爽文,台中市,大里區爽文路692號1樓永隆二街189號191號1樓,04-24067916
275990,蘋果,台中市,大里區善化路155號,04-24913426
211860,愛心,台中市,大里區愛心路43號,04-24068721
257316,鑫明,台中市,大里區新明路14.16號1.2樓,04-24839772
151508,亞和,台中市,大雅區中山北路410號,04-25602429
230492,亞旺,台中市,大雅區中清東路240號,04-25603216
268730,六寶,台中市,大雅區中清路四段656之1號,04-25605825
257741,雅楓,台中市,大雅區民生路三段472號,04-25601076
114624,佳積,台中市,大雅區科雅六路1號,04-25694520
962988,神林,台中市,大雅區神林南路144號,04-25688503
114691,環太,台中市,大雅區雅環路一段330號,04-25674424
174372,雅潭,台中市,大雅區學府路209號,04-25685151
264543,興府,台中市,大雅區學府路51號,04-25677731
276513,鑫華新,台中市,中區中華里中華路一段75號77號及民族路218號,04-22293905
285654,市鑫,台中市,中區自由路二段9號1樓,04-22255056
264152,新勤益,台中市,太平區中山路一段217號,04-23922680
280682,盛民興,台中市,太平區中山路二段366號、366-1號、368號1樓,04-23926373
993708,精中,台中市,太平區太平一街220號,04-22798881
231037,立功,台中市,太平區育才路446.448.450號,04-23935452
229539,育見,台中市,太平區育賢路321.323號,04-23934176
280291,東村,台中市,太平區東村路200號,04-23511075
277273,功興,台中市,太平區建興路47號,04-22769121
196419,振福,台中市,太平區振福路361巷6號1樓,04-23954989
249418,溪洲,台中市,太平區新平路二段221號1樓,04-22795623
123569,尚晉,台中市,太平區新平路三段1號1樓,04-23911323
282345,金興,台中市,太平區新興路312號1樓,04-23957220
285311,維樂,台中市,太平區溪州西路98號,04-22763978
188441,新樹孝,台中市,太平區樹孝路48號50號1樓,04-23910886
195368,豐年,台中市,太平區環太東路345號,04-23934446
275406,健太,台中市,北屯區太原路三段1138號,04-24367881
193155,順太,台中市,北屯區太順路112號1樓,04-24369416
285780,陽旭,台中市,北屯區北屯路200巷1號及北屯路200-1號一樓、地下一層,04-22338842
988267,松豪,台中市,北屯區四平路218號,04-24214950
951069,丰瑞,台中市,北屯區四民里四平路563號,04-24214855
294131,后庄,台中市,北屯區后庄里后庄路141號1樓,04-24251026
264934,昌平,台中市,北屯區昌平路一段70號,04-22326743
277697,昌旺,台中市,北屯區昌平路二段12之16號,04-22474819
293688,昌盛,台中市,北屯區昌平路二段45號之8及45號之9,04-24224542
295134,東加,台中市,北屯區東山路一段185號,04-24364709
215987,環東,台中市,北屯區東山路一段306-1號1.2樓及環中東路二段268號1樓,04-24360442
950295,松強,台中市,北屯區松安里崇德六路一段47號,04-22432398
285883,軍松,台中市,北屯區松竹五路二段199號,04-24366314
256025,北屯松和,台中市,北屯區松和街80號1樓,04-22470746
230193,松賀,台中市,北屯區松茂里松山街148號1樓和地下層,04-22474267
991975,青河,台中市,北屯區青島路三段155號1樓,04-22362409
287915,東興一,台中市,北屯區南興一路136號,04-24365715
184302,富宇,台中市,北屯區建和路二段273.275號,04-24367450
111212,軍福,台中市,北屯區軍功路一段500號,04-24376717
277413,松潭,台中市,北屯區軍功路二段183號1樓,04-24392157
234874,旅順路,台中市,北屯區旅順路二段357、359號1樓,04-22471927
252610,國校,台中市,北屯區國校巷16號,04-22336256
229779,北屯幸福讚,台中市,北屯區崇德十六路218號,04-24211641
231510,后探,台中市,北屯區崇德十路二段361號,04-24261779
264750,鑫巴黎,台中市,北屯區崇德路二段199號1樓,04-22491770
261038,崇尚,台中市,北屯區崇德路二段450號1樓,04-22411034
254030,豐樂,台中市,北屯區崇德路三段608號,04-24222105
232775,祥順,台中市,北屯區祥順路二段93.95號,04-24369480
282253,福寶,台中市,北屯區陳平路50號,04-22935012
230931,敦富,台中市,北屯區敦富路371號1樓,04-24361081
234807,巨富,台中市,北屯區敦富路807號1樓,04-24364099
236179,景賢八,台中市,北屯區景賢八路228號1樓,04-24362314
207388,景大和,台中市,北屯區景賢路191號,04-24364416
200701,欣花園,台中市,北屯區華美西街二段478號,04-22937902
910998,逢運,台中市,北屯區雷中街95號,04-22984055
111485,熱陽,台中市,北屯區熱河路二段217號,04-22425271
231668,湧順,台中市,北屯區樹孝路666號,04-24367340
921013,大坑,台中市,北屯區橫坑巷28-1號,04-22398412
284880,興昌,台中市,北屯區興安路二段62號1樓,04-22435875
144038,醫德,台中市,北區大德街87號1樓,04-22075331
285436,汶莊,台中市,北區中清路一段102號1樓,04-22063620
285975,雅津,台中市,北區天津路二段9號.11號,04-22939278
875093,合作,台中市,北區自強一街1號,04-23608343
120939,忠權,台中市,北區忠明路426號1樓,04-22061836
285986,平西,台中市,北區陜西路107號109號,04-22936706
286819,陜西,台中市,北區陜西路48號48之1號1樓,04-22918766
132921,健興,台中市,北區健行路354號,04-22363079
261016,益華,台中市,北區健行路49號1樓,04-22301107
252403,健勝,台中市,北區健行路701號,04-22082596
250186,豐華,台中市,北區崇德里進化北路148號1樓及榮華街121號1樓,04-22378824
273983,庚樺,台中市,北區崇德路一段143之2號,04-22349868
110987,淡溝,台中市,北區淡溝里民權路361號1樓,04-22065373
264646,永進,台中市,北區進化北路297號,04-22354637
230539,新通豪,台中市,北區漢口路三段101號,04-22991400
283809,漢華,台中市,北區漢口路五段60號62號66號1樓,04-22355816
263816,賴厝,台中市,北區漢口路四段102號1樓.地下樓,04-22994792
281364,婷婷,台中市,北區學士路67號69號1樓,04-22081433
923558,新石岡,台中市,石岡區明德路118號,04-25724608
193708,泰安綻,台中市,后里區九甲七路400號 (北上小客車商場內7-11),04-25588315
193720,泰安三,台中市,后里區九甲七路400號(北上大巴停車區前7-11),04-25588274
142478,美光,台中市,后里區三豐路四段369號,04-25584700
966913,后冠,台中市,后里區民生路1號,04-25581232
263436,月眉,台中市,后里區民生路226.228號1樓,04-25570109
112134,后興,台中市,后里區甲后路一段1202號1樓,04-25589357
209683,后宥,台中市,后里區甲后路一段955號,04-25587727
981325,后糖,台中市,后里區甲后路二段363號,04-25584498
193694,泰安一,台中市,后里區安眉路113號(南下小客車商場內7-11),04-25588403
228204,后成,台中市,后里區成功路231巷2號,04-25587533
235143,新麗寶,台中市,后里區福容路201號1樓,04-25586466
120168,尚仁,台中市,西屯區上仁街139號,04-24527497
235017,櫻沐,台中市,西屯區大河一巷三弄1號、3號1樓,04-23159618
265270,墩十九,台中市,西屯區大墩19街186號,04-23102205
188924,隆恩,台中市,西屯區大墩十八街116號1樓,04-23103957
233734,小滿,台中市,西屯區中工三路220之20號,04-23588272
250418,文心,台中市,西屯區文心路三段76號、78號,04-23138420
149114,逢大一,台中市,西屯區文華路100號1樓,04-24527714
285090,展騰,台中市,西屯區台灣大道三段688號690號,04-24524805
110884,桂冠,台中市,西屯區四川路120號1樓,04-23117162
993498,豐慶,台中市,西屯區甘肅路一段196號及198號1樓,04-23164548
128553,甘肅,台中市,西屯區甘肅路二段22號,04-23152941
234298,好時光,台中市,西屯區光明路55-26號、55-27號1樓,04-24521543
236630,裕元,台中市,西屯區安和路168號,04-24638940
250245,上安,台中市,西屯區至善路61號,04-24528528
189307,新西屯,台中市,西屯區西屯路二段281-3號281-4號,04-24522290
900175,福茂,台中市,西屯區西屯路三段148-30號,04-24628460
273259,福漢,台中市,西屯區何福里漢口路二段112號112-1號,04-23152060
971328,鑫工和,台中市,西屯區協和里工業區三十八路30號1樓,04-23593506
265421,原義,台中市,西屯區忠義街80號,04-23173966
274274,航發,台中市,西屯區河南路二段242號,04-24526841
977061,大鵬,台中市,西屯區長安路二段125號,04-22963912
129246,青海,台中市,西屯區青海路一段1號,04-23178274
977500,逢仁,台中市,西屯區青海路二段262號,04-24512777
236674,逢德,台中市,西屯區青海路二段321號323號,04-24518827
195450,逢美,台中市,西屯區烈美街98號,04-24524138
112190,寶慶,台中市,西屯區逢甲里西屯路二段256巷8、10號1樓,04-24529273
967422,逢喜,台中市,西屯區逢甲路247號,04-27084476
280800,大都會,台中市,西屯區惠來路二段238之1號1樓,04-22524461
281593,秋紅谷,台中市,西屯區朝富路30號32號1樓,04-22542731
229377,夏督,台中市,西屯區寧夏路170號,04-23168687
283016,福康,台中市,西屯區福林里福康路33號,04-24638081
255527,福林,台中市,西屯區福林路31巷150號,04-24628940
276317,西苑,台中市,西屯區福星路112號1樓,04-24528983
957931,逢盛,台中市,西屯區福星路330號華夏巷東一弄22號1樓,04-27064895
193982,逢星,台中市,西屯區福星路651-8號,04-24522597
113001,港強,台中市,西屯區福科路295號一樓,04-24632861
120146,瑞聯,台中市,西屯區福科路890號1樓,04-24634826
236939,瑞盟,台中市,西屯區福雅路143-1號,04-24621596
249795,科雅,台中市,西屯區福雅路571-1號,04-24636793
261267,聯順,台中市,西屯區福聯里福順路898號900號,04-24629546
265410,逢福,台中市,西屯區黎明路三段348號,04-27082309
273743,正勤,台中市,西屯區黎明路三段539-3號.539-5號,04-24524657
252193,櫻花,台中市,西屯區櫻花路111號,04-23151726
139298,新文化,台中市,西區中美街283號,04-23019624
962715,台麗,台中市,西區五權路119號1樓、中山路493號1樓,04-22060119
265306,安龍,台中市,西區五權路2-12號2-13號1樓,04-23752146
249441,民府,台中市,西區四維街22-1號24號,04-22203832
865384,新五廊,台中市,西區民生路155號一樓,04-22240981
902757,華生,台中市,西區民生路517號,04-23765931
158288,吉龍,台中市,西區吉龍里忠明南路410號1樓及五權七街200、202號1樓,04-23754680
277549,大莊園,台中市,西區向上路一段15號1樓,04-23019946
285300,向興,台中市,西區向上路一段95號,04-23019017
114152,鄉林夏都,台中市,西區忠明南路117號1樓,04-23267921
214652,三中,台中市,西區忠明路54-1號1樓、博館路231號233號235號237號1樓,04-23146826
214788,明義,台中市,西區明義街6號,04-23287885
293219,樂群,台中市,西區林森路80號及樂群街81號1樓,04-23714557
217422,五權,台中市,西區南屯路一段60號62號64號,04-23759066
285126,美村,台中市,西區美村路一段542號546號,04-23762435
293932,美生,台中市,西區美村路一段54號,04-23275818
187079,權美,台中市,西區美村路一段736號,04-23723672
940483,金典,台中市,西區健行路1046、1046-1、1046-2號1樓,04-23265492
229654,日進,台中市,西區梅川西路二段33號1樓,04-22019413
257578,科博之櫻,台中市,西區博館二街129號,04-23230932
256173,泉淼,台中市,西區華美街237號1樓,04-23055176
279648,益風,台中市,西區精誠路107號,04-23202817
276650,精明,台中市,西區精誠路15號,04-23292349
275392,精業,台中市,西區精誠路41號之6之7,04-23191670
912732,模範,台中市,西區模範街34巷1號,04-23024571
276546,沙鹿中山,台中市,沙鹿區中山路198號,04-26629334
891132,丹聯,台中市,沙鹿區中山路田尾巷3號4號5號,04-26653949
890944,清泉崗,台中市,沙鹿區中清路六段259號,04-26152389
954792,鎮欣,台中市,沙鹿區北勢里鎮南路二段368號,04-26314831
269766,東晉,台中市,沙鹿區北勢東路440號,04-26314618
282884,頂尖,台中市,沙鹿區北勢東路617號619號,04-26529629
207159,北忠,台中市,沙鹿區北勢東路806號,04-26311091
254661,鹿鼎,台中市,沙鹿區台灣大道七段812號1樓,04-26628465
194620,平和,台中市,沙鹿區平等路100號,04-26520559
283474,斗抵,台中市,沙鹿區沙田路43-12號,04-26359855
208288,大晉,台中市,沙鹿區東晉路133號,04-26314750
249038,鎮揚,台中市,沙鹿區南陽路439號,04-26521648
144555,星河,台中市,沙鹿區鹿峰里中山路646號,04-26227926
258515,福緻,台中市,沙鹿區福至路99號,04-26368345
253303,鎮權,台中市,沙鹿區鎮南路二段107號109號,04-26363948
183170,梨山,台中市,和平區中正路6號1樓,04-25981890
180632,環山,台中市,和平區中興路三段64-5號.64-6號,04-25802573
164571,富麗,台中市,東區十甲里十甲路397號,04-22123172
230595,立和,台中市,東區立德街47、49、51、53號,04-22244209
195184,漢展,台中市,東區自由路四段436號,04-22137848
923307,光園,台中市,東區東光園路142號,04-22800510
229850,鑫建德,台中市,東區建德街174.176.178.180號,04-22800902
234830,樂寶,台中市,東區進德路600號,04-22152674
281397,新平智,台中市,東區新庄里大智路49號,04-22297551
155603,粵西,台中市,東勢區東坑路62號1樓,04-25877305
208325,東蘭,台中市,東勢區東蘭路194號,04-25770793
282600,欣東雲,台中市,東勢區第五橫街28號及三民街165號,04-25871926
266435,欣聖,台中市,東勢區新盛街290號一樓,04-25773573
273813,昌進,台中市,南屯區大進街387號1樓.大墩十二街151號1樓,04-23203647
201852,墩富,台中市,南屯區大墩路572號,04-23207553
148915,墩業,台中市,南屯區大墩路717-5號,04-23275693
273167,上楓樹,台中市,南屯區中和里黎明路一段263號,04-24702620
158624,大進,台中市,南屯區五權西路二段185號,04-24759161
260828,澤康,台中市,南屯區五權西路二段412號1樓,04-23811490
905527,權興,台中市,南屯區五權西路二段62號,04-24717712
182339,權旺,台中市,南屯區五權西路二段812號,04-23806902
155038,鑫權勝,台中市,南屯區五權西路二段882號,04-23801953
210937,富亦,台中市,南屯區公益路二段939號1樓和龍富路四段552號1樓,04-23890475
194804,鑫文山,台中市,南屯區文山路20號和22號,04-23552948
251547,鑫鑽,台中市,南屯區文心南三路663號,04-23860795
212209,文豐,台中市,南屯區文心南五路ㄧ段319號,04-24738232
264381,豐春,台中市,南屯區文心南路100號,04-24734980
232328,嶺春,台中市,南屯區永春北路53號1樓,04-23808491
231107,永春,台中市,南屯區永春東七路629號,04-23893263
953098,新春社,台中市,南屯區永春南路136號138號,04-23802312
277310,嶺中,台中市,南屯區永春南路58號,04-23806007
285470,惠宇,台中市,南屯區向上南路一段167之1號,04-24739173
286912,熊貓,台中市,南屯區向上南路一段325號1樓,04-24754550
166337,豐河,台中市,南屯區向上路二段376號,04-23806215
180964,嶺寶,台中市,南屯區忠勇路23-12號1樓,04-23862931
931294,新墩興,台中市,南屯區東興路二段98號1樓,04-24712169
131711,惠文,台中市,南屯區河南路四段226號228號1樓,04-22546680
186685,瑞陽,台中市,南屯區河南路四段442號446號1、2樓,04-22510797
958831,墩南,台中市,南屯區南屯路二段210、212號1樓,04-24731595
294197,南屯,台中市,南屯區南屯路二段570號,04-23891441
234036,楓和,台中市,南屯區楓樹里楓和路700-1號及楓樹西街292號1樓,04-24795684
274975,碩豐,台中市,南屯區萬和路一段30號,04-23894902
993096,精田,台中市,南屯區黎明路一段142號,04-24700590
212302,春安,台中市,南屯區嶺東南路165號,04-23897480
174903,精科,台中市,南屯區嶺東路368號,04-23807963
950963,雅典,台中市,南區三民西路377號西川一路1號,04-23787407
277147,長億,台中市,南區工學路108號,04-22653820
136130,大時代,台中市,南區工學路55號57號,04-22609203
187448,權貴,台中市,南區五權南路189號,04-22617268
112237,詠權,台中市,南區五權南路527號,04-22655461
277136,宜寧,台中市,南區東興路一段21號1樓,04-22605645
261636,南美,台中市,南區南平路182號,04-22650922
262891,高工,台中市,南區高工路168號1樓,04-22634012
181624,興惠,台中市,南區國光路250號,04-22850793
241241,新國光,台中市,南區國光路82及84號;愛國街67及69號,04-22203755
234106,保運,台中市,南區復興北路783號,04-22603023
263137,義興,台中市,南區復興路一段128號,04-22602308
275370,大東家,台中市,南區新榮里復興路三段138、140號,04-22214273
286901,鑫廣,台中市,南區福順里忠明南路787號,04-22650986
274388,復慶,台中市,南區樹義里大慶街二段5-2號,04-22638927
266376,吉宏,台中市,烏日區九德里20鄰中華路593號,04-23387989
229126,園臻,台中市,烏日區三榮路一段111號,04-23370548
967927,榮泉,台中市,烏日區中山路三段1007號,04-23371990
242989,九張犁,台中市,烏日區中華路168號,04-23371629
179621,太明,台中市,烏日區太明路136號,04-23356899
279659,米魯,台中市,烏日區光華街1號,04-23372938
260596,兆華,台中市,烏日區健行路750號,04-23372518
214939,烏日,台中市,烏日區新興路247號,04-23362682
187080,元宏,台中市,烏日區溪南路一段722號,04-23357738
293390,新南宮,台中市,烏日區溪南路三段32號,04-23352726
241687,東園,台中市,烏日區溪埧里溪南路一段413號,04-23352449
230078,成功嶺,台中市,烏日區榮和路230號,04-23373417
111876,倍沅,台中市,神岡區中山路473號,04-25633834
235006,禾立,台中市,神岡區神岡路53號1樓,04-25634815
113595,神洲,台中市,神岡區國豐路一段88號1樓,04-25284035
183479,鏵智,台中市,梧棲區中華路二段351號,04-26624609
234313,梧棲大居,台中市,梧棲區中興路360號,04-26584348
231440,文雅,台中市,梧棲區文匯街66號,04-26560624
950321,弘新,台中市,梧棲區永興路一段112號,04-26355306
230942,鴨姆寮,台中市,梧棲區永興路一段588巷28號1樓,04-26398675
992358,港區,台中市,梧棲區安仁里文化路二段2鄰55號1樓,04-26580687
229034,連強,台中市,梧棲區自強一街76號,04-26395625
282806,大聖,台中市,梧棲區草湳里臨港路三段351號,04-26595625
154806,港埠,台中市,梧棲區港埠路一段989號,04-26562460
250669,清康,台中市,清水區中山路106號,04-26226465
130486,港藝,台中市,清水區中社路19號,04-26281895
260666,海濱,台中市,清水區中華路429號,04-26281097
142320,大秀,台中市,清水區五權路328號,04-26281748
276959,梧汊港,台中市,清水區北堤路30號,04-26560487
980816,億承,台中市,清水區民和路二段195號,04-26566134
259301,清水綻,台中市,清水區吳厝二街89號,04-26201097
933223,高美祿,台中市,清水區高美路190號1樓,04-26275803
209786,興中街,台中市,新社區興中街90-11號,04-25826581
209096,泉富,台中市,潭子區中山路一段57號1樓,04-25343869
275864,頭張,台中市,潭子區家福里頭張路一段31號,04-25351934
282002,潭德,台中市,潭子區崇德路五段489號,04-25343039
952246,潭豐,台中市,潭子區崇德路四段250之1號,04-25355870
924850,栗林,台中市,潭子區祥和路169號171號,04-25387300
280693,潭子勝利,台中市,潭子區勝利路185號,04-25343275
130408,潭陽,台中市,潭子區圓通南路2號1樓,04-25361043
120582,潭榮,台中市,潭子區榮興街19號1樓21巷1號21巷3號1樓,04-25351431
278472,太舜,台中市,潭子區潭興路二段350號1樓,04-25364841
944245,潭寶,台中市,潭子區潭興路三段51號,04-25357382
893046,榮晉,台中市,潭子區頭張路二段2號,04-25359250
180045,潭厝,台中市,潭子區環中東路一段5號,04-25341014
967709,甜園,台中市,潭子區豐栗路9號,04-25327349
227979,巨龍,台中市,龍井區中央路二段273號,04-26397826
229687,豐業,台中市,龍井區中社路312號,04-26311584
123086,龍田,台中市,龍井區田中里臨港東路一段75號,04-26307486
165600,龍峰,台中市,龍井區向上路六段298號,04-26520553
280501,龍竹,台中市,龍井區竹坑里沙田路四段316號,04-26369255
147945,理想,台中市,龍井區國際街155號157號159號1樓,04-26529013
242783,紘遠,台中市,龍井區遠東街60號.60-1號,04-26315824
263322,豐后,台中市,豐原區三豐路二段186、188號1樓,04-25220527
229665,欣廟東,台中市,豐原區中正路131.133號,04-25256356
903288,京展,台中市,豐原區中正路858號1樓,04-25158368
254052,北陽,台中市,豐原區北陽路288號,04-25202421
273868,康泰,台中市,豐原區安康路34、36、38號1樓,04-25297271
893725,京泰,台中市,豐原區成功路195號.西勢路98號,04-25123668
293840,瑞彬,台中市,豐原區西安街68號,04-25281288
275875,豐社,台中市,豐原區社皮里社皮路78號,04-25157667
276982,新豐陽,台中市,豐原區南陽路372號1樓,04-25239171
854742,豐信,台中市,豐原區復興路75號信義街77號,04-25270791
228134,榮春,台中市,豐原區圓環西路92號,04-25258272
216577,欣三豐,台中市,豐原區源豐路89、93、95號1樓,04-25285477
800125,豐東,台中市,豐原區豐東路218號,04-25280312
883913,新豐田,台中市,豐原區豐南街145號,04-25151215
294049,豐科,台中市,豐原區豐原大道七段381號1樓,04-25251821
251581,瑞慶,台中市,豐原區豐原大道三段261號,04-25293116
264222,豐泰,台中市,豐原區豐勢路二段396號,04-25281143
294038,水豐,台中市,豐原區鐮村路462號,04-25390920
228813,阿罩霧,台中市,霧峰區中正路815號,04-23391542
164995,峰資,台中市,霧峰區樹仁路26號1樓,04-23332547
182328,康勢,台中市,霧峰區豐正路648號,04-23306761
229115,霧工,台中市,霧峰區霧工一路58.60號,04-23390247
286093,二八水,彰化縣,二水鄉員集路三段488號,04-8797120
244066,挖子,彰化縣,二林鎮二溪路七段271號,04-8680533
180171,欣二林,彰化縣,二林鎮大成路一段236號,04-8965081
232616,臻臻,彰化縣,二林鎮斗苑路五段432號,04-8969842
119098,源益,彰化縣,二林鎮斗苑路四段720號,04-8962423
182513,智慶,彰化縣,大村鄉大智路一段197號,04-8528312
997836,鎮安,彰化縣,大村鄉大溪路7-4號1樓,04-8523639
922898,新大村,彰化縣,大村鄉中正西路331號1樓,04-8538047
206846,佳嘉,彰化縣,北斗鎮七星里13鄰五權路臨176號,04-8875841
200468,北圓,彰化縣,北斗鎮中華路91.93號,04-8874979
150941,永靖,彰化縣,永靖鄉永坡路2號,04-8242613
122304,湳港,彰化縣,永靖鄉港西村中山路一段842號,04-8230457
278690,田多,彰化縣,田中鎮公館路205號,04-8747887
284190,田正,彰化縣,田尾鄉中山路一段191號,04-8837740
971199,新竹塘,彰化縣,竹塘鄉竹五路臨2號,04-8972918
120319,伸濱,彰化縣,伸港鄉新港路425號,04-7982870
180931,秀鑫,彰化縣,秀水鄉番花路101號,04-7684034
961941,秀工,彰化縣,秀水鄉彰水路二段795-1號,04-7689373
122175,和峰,彰化縣,和美鎮山犁里道周路6鄰279號1樓,04-7560406
243926,和美仁愛,彰化縣,和美鎮仁壽路189號,04-7552247
175102,和全,彰化縣,和美鎮竹營里美寮路二段390號,04-7550329
971731,和鎮,彰化縣,和美鎮和線路323號,04-7566069
132231,和美,彰化縣,和美鎮和頭路189號1樓,04-7557704
991160,新勝利,彰化縣,和美鎮鹿和路六段402之2號,04-7579421
261430,和東,彰化縣,和美鎮愛德路27號,04-7557118
166452,和新,彰化縣,和美鎮彰新路五段臨396號,04-7559878
194251,和冠,彰化縣,和美鎮彰新路六段臨566號,04-7553624
284215,德美,彰化縣,和美鎮德美路700號,04-7577337
127413,和輝,彰化縣,和美鎮鎮平里彰草路二段臨448號,04-7627079
165459,芬園,彰化縣,芬園鄉彰南路四段172號及光復路6號,049-2511565
263403,長沙,彰化縣,花壇鄉中正路130號1樓,04-7861109
231244,喬富,彰化縣,花壇鄉白沙村彰員路三段389號1樓,04-7117846
229078,金墩,彰化縣,花壇鄉花壇村23鄰花南路臨558號1樓,04-7869034
195117,花海,彰化縣,花壇鄉長春村彰員路一段280號,04-7869530
264163,三春,彰化縣,花壇鄉彰員路一段臨551號,04-7875146
113403,王功,彰化縣,芳苑鄉王功村3鄰芳漢路王功段544號1樓,04-8933711
199452,新員民,彰化縣,員林市三民街20號,04-8379887
241849,令和,彰化縣,員林市三和里3鄰員東路二段42號,04-8366750
126731,員東,彰化縣,員林市三和里大同路一段8鄰238號,04-8395201
991838,家和,彰化縣,員林市大饒里員集路二段216號,04-8337781
210247,員宿,彰化縣,員林市中山路一段756號,04-8368413
143138,豐昌,彰化縣,員林市永昌街86號1樓,04-8337162
231118,睿奇,彰化縣,員林市和平街18號1樓,04-8334375
289106,茂豐,彰化縣,員林市員集路二段529號員林大道一段382號,04-8334561
954459,新百川,彰化縣,員林市莒光路379號,04-8391980
120478,員農,彰化縣,員林市萬年里員水路二段19鄰433號,04-8368446
184519,員全,彰化縣,埔心鄉員林大道七段22號,04-8283150
259806,埔新,彰化縣,埔心鄉員鹿路一段123、125、127號,04-8281525
144588,斗苑,彰化縣,埤頭鄉斗苑東路588號,04-8925951
952350,鹿秀,彰化縣,鹿港鎮鹿工路6號,04-7812400
202213,鳴人,彰化縣,鹿港鎮鹿和路四段347號,04-7717824
166555,桂花,彰化縣,鹿港鎮鹿東路150號1+2樓,04-7775251
279800,二溪,彰化縣,溪湖鎮二溪路一段369號,04-8813960
233619,富發,彰化縣,溪湖鎮大公路166號,04-8852897
166289,向福,彰化縣,溪湖鎮大溪路二段140號,04-8858331
922511,美溪,彰化縣,溪湖鎮大溪路二段451號,04-8859275
181886,溪東,彰化縣,溪湖鎮員鹿路一段403號,04-8856701
845472,溪湖,彰化縣,溪湖鎮彰水路三段105號107號109號,04-8821557
239204,三民,彰化縣,彰化市三民路341號,04-7223446
138848,大竹,彰化縣,彰化市大竹里彰南路二段181號,04-7388101
978525,附工,彰化縣,彰化市工校街21號,04-7290120
237035,巨林,彰化縣,彰化市中山路一段286號1樓,04-7111846
249407,金川,彰化縣,彰化市中正路二段611號,04-7220483
993812,巨峰,彰化縣,彰化市天祥路359號,04-7612461
875369,彰和,彰化縣,彰化市民族路163號,04-7269723
187459,新龍邸,彰化縣,彰化市光南里中興路109號,04-7127345
227669,欣兆陽,彰化縣,彰化市向陽里崙平南路367號,04-7513549
120320,彰泰,彰化縣,彰化市安平街58號1樓,04-7281709
126742,新桃源,彰化縣,彰化市卦山里公園路一段335號,04-7287306
112385,大陽,彰化縣,彰化市延平里大埔路405號,04-7114077
